"x","y","ASH","BEECH","BIRCH","ELM","HEMLOCK","MAPLE","OAK","OTHER.CONIFER","OTHER.HARDWOOD","PINE","SPRUCE","TAMARACK"
"20826",853000,1062000,0,26,12,0,2,10,0,22,2,3,21,26
"20827",853000,1070000,2,17,8,0,8,12,0,16,1,0,42,31
"20828",853000,1078000,1,14,18,0,8,4,0,28,3,4,16,44
"20829",853000,1086000,1,12,5,0,8,20,0,24,0,5,10,16
"20830",853000,1094000,2,6,7,1,6,16,0,32,5,0,41,23
"20831",853000,1102000,0,27,18,0,7,46,0,20,0,7,13,6
"20832",853000,1110000,1,41,6,0,13,57,0,12,1,8,3,0
"20833",853000,1118000,1,4,7,0,5,5,0,6,5,57,26,17
"20834",853000,1126000,0,2,11,0,1,1,1,10,2,77,29,13
"20835",853000,1134000,2,2,12,0,5,8,0,13,0,26,9,2
"20946",861000,582000,1,6,0,0,0,1,65,0,1,0,0,4
"20947",861000,590000,4,14,0,3,0,3,6,0,2,0,0,1
"20948",861000,598000,3,19,0,0,0,3,23,0,5,0,0,0
"20949",861000,606000,7,23,0,3,0,9,0,0,2,0,0,0
"20950",861000,614000,3,9,0,6,0,7,30,0,11,0,0,2
"20951",861000,622000,6,0,0,1,0,2,63,0,4,0,0,0
"20952",861000,630000,0,0,0,1,0,0,64,0,4,0,0,3
"20953",861000,638000,0,0,0,0,0,0,85,0,0,0,0,3
"20954",861000,646000,3,4,0,1,0,1,22,0,7,0,0,6
"20955",861000,654000,2,17,0,7,0,4,27,0,7,0,0,4
"20956",861000,662000,2,32,2,5,0,2,1,0,4,0,0,2
"20957",861000,670000,3,18,0,4,0,8,1,0,4,0,0,2
"20958",861000,678000,3,19,0,3,0,12,1,0,4,0,0,0
"20959",861000,686000,2,15,0,8,0,10,1,0,5,0,0,0
"20960",861000,694000,2,23,0,4,0,12,21,0,4,0,0,6
"20961",861000,702000,1,20,0,2,0,7,21,0,7,0,0,0
"20962",861000,710000,2,8,0,1,0,3,53,2,9,0,0,2
"20963",861000,718000,2,0,0,2,0,2,84,0,8,0,0,0
"20964",861000,726000,3,7,0,8,0,7,45,0,3,1,1,4
"20965",861000,734000,13,34,4,5,0,14,13,0,2,0,0,5
"20966",861000,742000,6,28,0,3,0,7,7,1,3,10,0,1
"20967",861000,750000,8,14,0,4,0,7,1,0,5,14,0,2
"20968",861000,758000,3,8,2,1,0,8,5,0,0,17,1,3
"20969",861000,766000,1,12,1,0,0,4,4,0,3,25,0,0
"20970",861000,774000,0,22,0,1,2,12,1,0,3,1,0,0
"20971",861000,782000,2,24,0,3,1,7,0,0,4,5,0,0
"20972",861000,790000,1,17,0,0,8,6,1,3,2,6,0,0
"20973",861000,798000,3,14,2,1,13,3,0,7,0,2,0,3
"20974",861000,806000,0,9,3,0,11,4,2,9,0,11,0,3
"20975",861000,814000,2,7,3,1,15,2,0,1,0,14,0,1
"20976",861000,822000,4,6,3,1,17,2,1,1,0,14,0,1
"20977",861000,830000,2,4,3,0,11,3,3,3,1,12,0,6
"20978",861000,838000,4,3,1,0,3,0,0,1,0,48,0,0
"20979",861000,846000,1,8,1,1,13,6,0,4,0,39,2,16
"20980",861000,854000,5,28,2,2,32,13,1,14,4,29,3,7
"20981",861000,862000,5,54,4,3,28,18,2,8,7,8,2,10
"20982",861000,870000,5,17,8,0,36,10,0,20,3,16,7,20
"20983",861000,878000,5,51,11,0,34,23,0,5,2,9,1,4
"20984",861000,886000,2,22,3,0,7,15,5,8,0,80,2,4
"20985",861000,894000,2,13,6,0,14,4,3,27,0,65,0,8
"20986",861000,902000,9,32,6,0,26,27,0,25,1,2,0,17
"20987",861000,910000,4,43,4,1,17,42,0,7,1,7,0,11
"20988",861000,918000,0,70,1,2,6,41,0,3,7,0,0,0
"20989",861000,926000,0,65,4,6,10,58,0,0,3,0,0,0
"20990",861000,934000,0,49,3,1,8,59,0,4,8,0,0,1
"20991",861000,942000,4,43,1,8,18,71,0,7,4,0,0,0
"20992",861000,950000,2,49,1,7,24,59,0,3,7,1,0,1
"20993",861000,958000,2,51,2,4,15,34,0,14,6,0,0,5
"20994",861000,966000,0,55,2,0,20,20,0,2,2,0,0,0
"20995",861000,974000,0,72,1,2,17,36,0,6,2,0,0,2
"20997",861000,990000,0,67,3,1,12,26,1,3,1,0,0,0
"20998",861000,998000,2,77,18,2,1,28,0,2,8,0,0,2
"20999",861000,1006000,2,59,7,0,17,27,1,2,20,0,0,0
"21005",861000,1054000,0,44,12,0,4,15,1,11,2,11,1,1
"21006",861000,1062000,2,4,10,0,19,7,0,37,1,7,13,33
"21007",861000,1070000,2,8,15,0,9,17,0,11,8,19,24,31
"21008",861000,1078000,0,2,8,0,12,0,0,16,1,21,37,38
"21009",861000,1086000,0,14,17,0,22,40,0,25,4,3,12,4
"21010",861000,1094000,1,20,5,0,12,20,0,48,0,3,13,10
"21011",861000,1102000,0,42,14,0,20,31,0,15,0,5,0,0
"21012",861000,1110000,3,4,11,0,6,8,0,16,2,10,19,19
"21013",861000,1118000,1,0,1,0,2,1,0,19,1,41,21,30
"21014",861000,1126000,1,0,11,0,2,0,0,12,0,91,14,4
"21015",861000,1134000,0,0,2,0,0,0,1,2,2,43,15,7
"21126",869000,582000,7,10,0,1,0,4,27,0,6,0,0,3
"21127",869000,590000,9,24,0,6,0,2,4,0,2,0,0,0
"21128",869000,598000,8,13,0,2,0,1,25,0,1,0,0,0
"21129",869000,606000,13,13,0,3,0,6,16,0,13,0,0,0
"21130",869000,614000,5,5,0,3,0,5,62,0,3,0,0,1
"21131",869000,622000,0,2,0,1,0,1,92,0,6,0,0,2
"21132",869000,630000,0,0,0,1,0,0,108,0,9,0,0,0
"21133",869000,638000,1,1,0,0,0,0,65,0,10,0,0,4
"21134",869000,646000,13,4,1,3,0,2,12,0,7,0,0,11
"21135",869000,654000,4,44,0,3,0,5,1,0,2,0,0,3
"21136",869000,662000,4,29,0,5,0,5,3,0,3,0,0,1
"21137",869000,670000,5,30,0,1,0,6,0,0,6,0,0,2
"21138",869000,678000,5,24,0,5,0,11,1,0,4,0,0,0
"21139",869000,686000,6,17,0,14,0,5,0,0,5,0,0,0
"21140",869000,694000,6,8,0,8,0,13,19,1,5,0,0,0
"21141",869000,702000,8,7,0,2,0,5,24,0,6,0,0,0
"21142",869000,710000,6,5,0,3,0,9,24,0,13,0,0,0
"21143",869000,718000,2,14,0,5,0,4,45,0,4,0,0,0
"21144",869000,726000,4,24,0,4,0,10,11,0,4,0,0,1
"21145",869000,734000,4,19,0,5,0,18,0,0,4,0,0,0
"21146",869000,742000,7,18,1,2,0,9,3,0,6,4,0,0
"21147",869000,750000,12,24,2,4,0,6,4,0,1,3,0,0
"21148",869000,758000,1,18,2,4,0,3,10,0,3,9,0,0
"21149",869000,766000,4,11,1,3,0,10,3,1,4,5,0,0
"21150",869000,774000,3,14,1,4,0,13,3,1,3,3,0,1
"21151",869000,782000,4,12,0,3,4,10,4,2,5,2,0,0
"21152",869000,790000,1,21,0,1,0,18,1,0,3,0,0,1
"21153",869000,798000,1,9,0,3,12,8,1,2,4,0,0,2
"21154",869000,806000,0,12,0,0,14,3,0,3,0,4,2,0
"21155",869000,814000,0,12,0,0,16,2,0,2,0,9,0,0
"21156",869000,822000,0,5,1,0,3,1,9,0,2,25,0,0
"21157",869000,830000,0,12,6,0,7,1,3,2,1,13,0,0
"21158",869000,838000,2,7,0,0,1,1,8,2,0,34,0,5
"21159",869000,846000,0,1,6,1,5,2,4,0,8,81,0,0
"21160",869000,854000,5,14,2,3,17,15,3,15,3,50,3,14
"21161",869000,862000,9,10,5,3,15,13,1,6,5,27,5,27
"21162",869000,870000,14,10,8,1,20,3,0,18,0,29,8,27
"21163",869000,878000,3,2,3,0,30,5,3,30,2,47,6,13
"21164",869000,886000,0,0,0,0,1,11,6,0,2,108,0,0
"21165",869000,894000,1,1,2,0,4,1,20,7,0,93,1,4
"21166",869000,902000,1,28,4,0,16,13,2,9,0,65,1,8
"21167",869000,910000,0,41,3,1,29,27,1,4,1,37,0,1
"21168",869000,918000,0,68,1,0,16,22,0,2,8,8,2,1
"21169",869000,926000,0,58,9,1,9,35,0,2,42,4,0,0
"21170",869000,934000,0,49,5,6,12,60,0,0,2,0,0,0
"21171",869000,942000,0,24,6,10,13,81,0,4,6,0,0,0
"21172",869000,950000,1,36,9,3,17,63,0,19,4,0,1,2
"21173",869000,958000,5,22,3,2,24,53,0,16,6,1,4,3
"21174",869000,966000,0,25,8,0,21,21,0,39,3,0,1,7
"21175",869000,974000,0,49,4,0,27,34,0,24,1,0,6,3
"21176",869000,982000,0,39,3,0,10,12,0,9,1,1,1,3
"21177",869000,990000,2,82,6,0,6,36,0,0,2,0,0,1
"21178",869000,998000,0,50,9,1,4,28,0,39,2,0,0,7
"21179",869000,1006000,2,54,12,0,14,27,0,30,1,0,0,8
"21180",869000,1014000,1,49,2,0,17,11,1,17,0,7,1,2
"21184",869000,1046000,0,14,13,0,13,1,1,6,1,4,0,5
"21185",869000,1054000,0,24,21,0,17,3,0,21,13,4,5,12
"21186",869000,1062000,2,6,14,0,19,19,0,47,3,2,4,11
"21187",869000,1070000,1,4,12,1,3,39,0,20,15,34,13,23
"21188",869000,1078000,0,1,1,0,0,0,0,2,1,96,13,26
"21189",869000,1086000,0,4,8,0,20,14,0,19,2,53,17,7
"21190",869000,1094000,0,34,20,0,16,44,0,4,0,13,13,3
"21191",869000,1102000,2,15,14,0,17,11,0,16,0,2,1,3
"21195",869000,1134000,0,0,5,0,0,0,0,1,0,17,7,3
"21305",877000,574000,6,23,0,7,0,0,0,0,1,0,0,0
"21306",877000,582000,5,27,0,3,0,10,1,0,0,0,0,2
"21307",877000,590000,5,25,0,3,0,5,3,0,4,0,0,2
"21308",877000,598000,2,5,0,1,0,0,41,0,5,0,0,0
"21309",877000,606000,3,0,0,4,0,0,64,0,8,0,0,0
"21310",877000,614000,2,0,0,3,0,0,86,0,8,0,0,0
"21311",877000,622000,2,0,0,1,0,0,113,0,10,0,0,0
"21312",877000,630000,1,0,0,0,0,0,104,0,10,0,0,1
"21313",877000,638000,0,0,0,0,0,1,78,0,4,0,0,0
"21314",877000,646000,1,0,0,2,0,0,27,0,5,0,0,3
"21315",877000,654000,2,5,0,2,0,1,3,0,3,0,0,2
"21316",877000,662000,5,18,3,2,0,2,4,0,1,1,0,8
"21317",877000,670000,8,25,0,2,0,2,2,0,5,0,0,4
"21318",877000,678000,8,23,0,5,0,8,1,0,5,0,0,4
"21319",877000,686000,3,24,0,4,0,11,1,0,2,0,0,0
"21320",877000,694000,7,19,0,7,0,5,4,0,4,0,0,2
"21321",877000,702000,1,15,0,3,0,11,10,0,0,0,0,8
"21322",877000,710000,5,23,0,3,0,5,3,0,7,0,0,0
"21323",877000,718000,5,16,0,6,0,8,2,0,1,0,0,0
"21324",877000,726000,8,26,0,7,0,18,19,1,6,0,0,3
"21325",877000,734000,2,6,3,6,0,6,1,0,3,0,0,1
"21326",877000,742000,3,12,0,5,0,11,1,0,1,0,0,1
"21327",877000,750000,9,17,1,3,0,5,4,0,0,5,0,4
"21328",877000,758000,9,24,1,3,0,4,2,0,3,4,0,0
"21329",877000,766000,2,19,1,0,2,11,0,0,2,2,0,9
"21330",877000,774000,5,18,3,10,0,11,1,0,2,0,0,1
"21331",877000,782000,6,5,1,6,5,21,0,0,6,0,0,0
"21332",877000,790000,6,16,2,4,0,13,1,0,6,0,0,0
"21333",877000,798000,7,18,0,2,9,3,2,0,2,3,0,2
"21334",877000,806000,6,8,0,1,9,11,1,2,1,2,3,0
"21335",877000,814000,1,14,0,1,12,3,0,0,1,14,0,2
"21336",877000,822000,0,4,0,2,15,4,3,0,0,22,0,0
"21337",877000,830000,0,0,0,0,5,1,6,0,0,36,0,0
"21338",877000,838000,0,7,1,0,7,1,2,0,1,24,0,1
"21339",877000,846000,3,0,1,0,9,1,2,7,2,59,7,19
"21340",877000,854000,2,0,10,1,14,2,2,34,9,45,8,22
"21341",877000,862000,1,23,3,2,16,3,4,8,7,13,9,20
"21342",877000,870000,9,0,2,6,3,3,2,24,6,11,9,35
"21343",877000,878000,0,0,2,0,0,1,6,14,3,83,6,15
"21344",877000,886000,0,0,1,0,1,2,4,1,1,109,1,4
"21345",877000,894000,0,15,0,0,7,10,18,1,2,97,0,0
"21346",877000,902000,0,0,4,0,0,1,9,4,2,99,6,13
"21347",877000,910000,0,19,1,0,9,7,14,7,3,95,1,6
"21348",877000,918000,0,77,2,0,18,34,0,15,2,10,1,1
"21349",877000,926000,0,70,10,0,28,33,0,8,2,9,1,6
"21350",877000,934000,0,78,13,5,17,43,0,0,4,0,0,4
"21351",877000,942000,0,39,2,6,8,113,0,0,2,0,0,0
"21352",877000,950000,0,17,0,11,2,140,0,1,4,0,0,1
"21353",877000,958000,1,32,2,9,16,75,0,4,6,0,0,1
"21354",877000,966000,0,19,7,8,22,38,0,12,18,0,5,2
"21355",877000,974000,1,51,1,1,29,61,0,5,4,1,0,8
"21356",877000,982000,0,22,4,0,27,16,0,27,1,2,0,8
"21357",877000,990000,0,92,2,4,7,31,0,6,2,1,0,1
"21358",877000,998000,0,80,0,3,13,42,0,3,3,1,0,1
"21359",877000,1006000,3,49,8,1,10,39,0,18,2,0,1,2
"21360",877000,1014000,6,42,4,1,10,16,0,43,2,0,3,11
"21361",877000,1022000,3,0,4,0,3,2,0,33,1,5,3,6
"21363",877000,1038000,0,5,13,0,1,5,0,16,4,6,4,20
"21364",877000,1046000,1,13,9,1,8,14,0,35,2,0,15,8
"21365",877000,1054000,0,0,10,1,4,1,0,45,13,3,18,20
"21366",877000,1062000,1,10,9,0,7,29,0,26,15,2,8,26
"21367",877000,1070000,1,7,13,1,18,23,0,24,1,23,18,33
"21368",877000,1078000,2,0,6,2,12,2,0,24,2,40,43,11
"21369",877000,1086000,0,0,4,0,0,0,0,3,2,124,10,3
"21370",877000,1094000,0,5,13,0,34,13,0,7,0,73,1,0
"21485",885000,574000,6,16,0,2,0,3,8,0,5,0,0,0
"21486",885000,582000,5,18,0,3,0,3,11,0,1,0,0,6
"21487",885000,590000,4,19,0,3,0,5,11,0,5,0,0,2
"21488",885000,598000,1,0,0,1,0,2,64,0,8,0,0,0
"21489",885000,606000,0,0,0,0,0,0,121,0,5,0,0,0
"21490",885000,614000,0,0,0,0,0,0,100,0,5,0,0,0
"21491",885000,622000,2,0,0,0,0,0,79,0,15,0,0,2
"21492",885000,630000,2,0,0,1,0,0,98,0,12,0,0,0
"21493",885000,638000,5,0,0,6,0,0,74,0,7,0,0,1
"21494",885000,646000,0,0,0,0,0,0,52,0,4,0,0,0
"21495",885000,654000,2,0,0,3,0,2,24,0,3,0,0,0
"21496",885000,662000,2,16,0,1,0,5,26,0,2,0,0,4
"21497",885000,670000,6,19,0,7,0,6,3,0,3,0,0,6
"21498",885000,678000,4,20,0,3,0,3,2,0,7,0,0,5
"21499",885000,686000,4,20,0,2,0,10,1,0,9,0,0,0
"21500",885000,694000,3,16,0,4,0,10,4,0,9,0,0,2
"21501",885000,702000,4,24,0,1,0,8,4,0,7,0,0,2
"21502",885000,710000,7,15,0,5,0,14,1,0,7,0,0,0
"21503",885000,718000,7,11,0,13,0,6,7,0,6,0,0,0
"21504",885000,726000,8,6,0,1,0,6,32,0,3,0,0,0
"21505",885000,734000,2,3,0,2,0,2,0,0,0,0,0,0
"21506",885000,742000,2,9,0,2,0,4,0,0,0,1,0,2
"21507",885000,750000,2,13,0,3,0,15,2,0,6,1,0,8
"21508",885000,758000,4,20,0,5,0,9,1,0,3,0,0,1
"21509",885000,766000,6,21,0,3,0,12,1,0,4,0,0,1
"21510",885000,774000,2,14,1,7,1,13,1,0,11,0,0,0
"21511",885000,782000,4,8,7,4,12,4,1,0,6,4,0,0
"21512",885000,790000,6,5,1,2,14,10,0,0,1,9,0,0
"21513",885000,798000,3,8,0,5,14,3,3,1,1,4,0,0
"21514",885000,806000,3,7,1,0,16,4,0,0,3,2,0,0
"21515",885000,814000,1,12,1,6,19,3,2,2,1,3,0,0
"21516",885000,822000,2,9,0,0,12,9,0,6,2,5,0,1
"21517",885000,830000,3,6,0,0,12,3,0,4,2,16,0,2
"21518",885000,838000,1,9,0,1,8,2,1,3,2,22,1,2
"21519",885000,846000,1,0,3,0,7,3,6,7,4,63,0,14
"21520",885000,854000,1,1,4,0,5,1,9,11,1,95,4,6
"21521",885000,862000,2,4,0,1,7,1,5,4,2,23,3,1
"21522",885000,870000,6,2,5,2,6,5,2,13,4,52,4,16
"21523",885000,878000,1,2,1,0,2,4,5,3,3,56,2,1
"21524",885000,886000,0,0,3,0,0,0,16,2,4,111,5,5
"21525",885000,894000,0,0,0,0,2,4,6,0,2,119,0,0
"21526",885000,902000,0,1,3,0,2,6,1,11,5,104,12,5
"21527",885000,910000,0,48,8,1,30,15,1,3,6,32,0,2
"21528",885000,918000,0,64,4,1,40,23,0,2,0,4,1,0
"21529",885000,926000,0,75,5,0,30,10,0,1,1,32,0,0
"21530",885000,934000,0,71,4,0,27,9,1,0,0,12,0,0
"21531",885000,942000,0,56,9,4,17,84,0,0,2,0,0,0
"21532",885000,950000,1,39,1,6,8,94,0,3,2,0,0,2
"21533",885000,958000,0,45,2,3,13,78,0,15,2,6,2,1
"21534",885000,966000,1,41,3,5,23,63,0,4,9,0,2,1
"21535",885000,974000,0,67,8,2,28,57,0,0,5,3,0,0
"21536",885000,982000,5,57,6,0,31,24,0,15,2,18,0,3
"21537",885000,990000,3,21,5,1,13,17,0,35,7,4,1,9
"21538",885000,998000,1,42,6,1,45,16,1,14,5,10,3,0
"21539",885000,1006000,3,10,8,0,10,10,0,42,8,8,3,25
"21540",885000,1014000,3,32,10,0,10,12,0,21,5,9,5,21
"21541",885000,1022000,1,2,9,0,7,4,0,38,13,16,2,10
"21543",885000,1038000,1,5,5,0,0,0,0,20,9,3,4,9
"21544",885000,1046000,0,16,5,0,0,4,0,36,9,0,7,13
"21545",885000,1054000,0,4,15,0,8,1,0,53,2,4,5,17
"21546",885000,1062000,1,24,8,0,10,22,0,29,7,1,9,11
"21547",885000,1070000,1,0,12,2,15,27,0,63,3,7,15,10
"21548",885000,1078000,2,0,6,0,5,3,0,38,0,15,42,28
"21549",885000,1086000,2,0,12,0,23,4,0,26,2,37,25,15
"21550",885000,1094000,0,2,29,0,9,15,2,7,0,73,6,2
"21665",893000,574000,4,22,0,3,0,0,4,0,2,0,0,0
"21666",893000,582000,6,23,0,3,0,1,7,0,5,0,0,2
"21667",893000,590000,4,11,0,6,0,2,21,0,4,0,0,5
"21668",893000,598000,3,6,0,5,0,2,22,0,7,0,0,7
"21669",893000,606000,0,0,0,1,0,0,115,0,19,0,0,1
"21670",893000,614000,0,0,0,0,0,0,112,0,29,0,0,0
"21671",893000,622000,0,0,0,0,0,1,115,0,23,0,0,1
"21672",893000,630000,0,1,0,2,0,0,112,0,7,0,0,2
"21673",893000,638000,3,0,0,2,0,2,87,0,11,0,0,6
"21674",893000,646000,1,0,0,7,0,1,100,0,1,0,0,1
"21675",893000,654000,3,3,0,3,0,2,52,0,9,0,0,3
"21676",893000,662000,6,13,0,3,0,5,15,0,3,0,0,3
"21677",893000,670000,2,22,0,2,0,4,0,0,2,0,0,8
"21678",893000,678000,9,18,0,4,0,5,2,0,6,0,0,2
"21679",893000,686000,5,22,0,2,0,6,8,0,5,0,0,2
"21680",893000,694000,4,5,0,2,0,3,24,0,11,0,0,8
"21681",893000,702000,3,4,0,7,0,8,20,0,6,0,0,2
"21682",893000,710000,5,14,0,3,0,10,3,0,7,0,0,0
"21683",893000,718000,7,14,0,3,0,9,2,0,7,0,0,0
"21684",893000,726000,1,4,0,2,0,10,21,0,2,0,0,2
"21685",893000,734000,5,13,1,12,0,12,1,0,2,0,0,0
"21686",893000,742000,1,20,1,5,0,16,2,0,5,0,0,0
"21687",893000,750000,8,11,5,11,0,9,1,0,11,2,0,0
"21688",893000,758000,8,9,2,9,0,7,1,0,10,2,0,0
"21689",893000,766000,5,4,3,5,4,6,3,0,7,1,0,0
"21690",893000,774000,5,4,3,8,11,10,1,0,2,2,0,1
"21691",893000,782000,3,2,10,3,8,7,1,0,2,4,0,2
"21692",893000,790000,2,2,2,0,9,13,2,0,2,12,0,3
"21693",893000,798000,3,9,2,6,10,8,3,0,0,5,0,0
"21694",893000,806000,4,3,3,5,3,7,0,5,0,8,0,2
"21695",893000,814000,6,7,0,2,12,3,0,2,3,6,0,1
"21696",893000,822000,3,13,1,0,7,8,0,2,1,11,0,0
"21697",893000,830000,2,10,0,0,16,5,1,4,0,5,0,1
"21698",893000,838000,3,5,1,0,15,1,1,2,0,14,0,2
"21699",893000,846000,0,15,0,0,4,11,7,2,0,74,1,3
"21700",893000,854000,0,3,4,0,15,8,3,22,1,70,3,6
"21701",893000,862000,4,1,6,0,23,2,1,23,14,33,4,21
"21702",893000,870000,2,9,11,0,24,5,8,15,4,32,1,36
"21703",893000,878000,2,0,5,0,1,3,4,7,4,85,9,11
"21704",893000,886000,1,2,3,0,4,0,9,4,4,107,1,6
"21705",893000,894000,0,0,0,0,0,0,8,0,0,113,0,0
"21706",893000,902000,0,0,0,0,0,0,5,2,0,135,5,2
"21707",893000,910000,0,9,5,0,4,3,2,6,2,103,0,6
"21708",893000,918000,0,35,6,0,16,12,13,5,6,48,0,3
"21709",893000,926000,0,39,5,0,31,10,1,7,1,58,1,1
"21710",893000,934000,0,62,3,0,37,26,0,3,5,10,2,2
"21711",893000,942000,2,75,5,3,14,45,0,10,6,0,0,0
"21712",893000,950000,2,40,6,0,31,40,0,15,2,2,3,2
"21713",893000,958000,0,38,5,2,28,66,0,9,3,2,4,2
"21714",893000,966000,1,27,3,3,37,37,0,25,0,1,2,2
"21715",893000,974000,1,41,4,0,26,21,0,9,6,21,0,4
"21716",893000,982000,1,1,0,0,5,0,2,16,3,83,0,7
"21717",893000,990000,1,10,1,0,8,4,13,3,0,24,1,1
"21718",893000,998000,0,31,6,2,36,10,0,18,1,6,6,1
"21719",893000,1006000,2,40,4,2,24,35,0,12,2,3,7,6
"21720",893000,1014000,3,11,5,0,11,15,0,39,4,10,11,30
"21725",893000,1054000,2,3,4,0,1,5,0,22,17,0,6,12
"21726",893000,1062000,2,5,8,0,6,7,0,58,18,6,9,10
"21727",893000,1070000,7,0,10,2,4,11,0,48,4,9,19,14
"21728",893000,1078000,1,0,9,1,4,13,0,33,8,7,31,22
"21729",893000,1086000,2,0,10,0,10,19,0,26,0,6,39,36
"21730",893000,1094000,2,1,39,0,25,11,0,18,1,23,15,1
"21731",893000,1102000,0,5,15,0,1,16,0,13,1,10,7,2
"21845",901000,574000,13,17,0,7,0,3,3,0,4,0,0,3
"21846",901000,582000,6,20,0,4,0,5,4,0,10,0,0,2
"21847",901000,590000,2,22,1,6,0,8,3,0,6,0,0,0
"21848",901000,598000,7,22,0,3,0,2,1,0,13,0,0,0
"21849",901000,606000,8,5,0,1,0,4,81,0,14,1,0,0
"21850",901000,614000,0,0,0,0,0,0,107,0,10,0,0,5
"21851",901000,622000,3,0,0,3,0,1,113,1,18,0,0,2
"21852",901000,630000,1,1,0,4,0,0,99,0,19,0,0,1
"21853",901000,638000,11,0,0,4,0,0,95,0,9,0,0,4
"21854",901000,646000,2,0,0,3,0,0,102,0,9,0,0,0
"21855",901000,654000,5,10,0,4,0,4,39,0,13,0,0,0
"21856",901000,662000,5,24,0,5,0,4,3,0,5,0,0,0
"21857",901000,670000,7,21,1,4,0,2,1,0,10,0,0,4
"21858",901000,678000,3,24,0,6,0,5,3,0,6,0,1,2
"21859",901000,686000,3,9,0,3,0,2,13,0,10,0,0,9
"21860",901000,694000,4,2,0,1,0,2,27,1,6,0,0,19
"21861",901000,702000,2,0,0,2,0,0,36,0,12,0,0,3
"21862",901000,710000,5,10,0,0,0,5,14,0,10,0,0,2
"21863",901000,718000,4,18,0,3,0,6,6,2,10,3,0,2
"21864",901000,726000,3,12,0,4,0,18,3,0,8,0,0,0
"21865",901000,734000,14,7,0,7,0,7,5,0,5,1,0,2
"21866",901000,742000,5,13,1,3,0,13,2,0,3,2,0,4
"21867",901000,750000,6,11,1,9,0,12,6,0,7,0,0,0
"21868",901000,758000,11,6,2,11,0,5,7,0,8,0,0,0
"21869",901000,766000,5,10,5,5,7,8,3,0,5,0,0,0
"21870",901000,774000,6,4,1,3,9,4,3,0,2,8,0,0
"21871",901000,782000,0,2,7,1,7,5,2,0,3,6,0,5
"21872",901000,790000,0,1,4,0,11,4,2,0,6,18,0,4
"21873",901000,798000,4,4,2,2,12,6,2,0,1,13,0,0
"21874",901000,806000,6,1,1,3,14,8,2,2,2,6,0,1
"21875",901000,814000,2,4,2,1,9,2,1,4,4,13,0,0
"21876",901000,822000,8,6,1,0,9,3,0,12,6,0,0,1
"21877",901000,830000,1,11,0,0,14,6,0,9,3,4,0,2
"21878",901000,838000,6,0,4,3,11,2,0,5,4,2,0,3
"21879",901000,846000,1,44,2,0,21,6,1,8,3,16,0,7
"21880",901000,854000,3,8,1,1,3,5,9,3,3,95,1,8
"21881",901000,862000,6,6,2,2,23,9,1,28,9,46,1,13
"21882",901000,870000,2,5,5,0,13,9,5,25,3,43,6,13
"21883",901000,878000,2,6,5,1,5,2,3,14,7,70,15,15
"21884",901000,886000,0,0,2,0,3,0,12,3,11,100,2,8
"21885",901000,894000,0,0,2,0,0,1,5,4,3,121,0,1
"21886",901000,902000,0,0,4,0,0,1,7,2,6,114,5,10
"21887",901000,910000,0,3,4,0,0,0,8,4,2,130,0,3
"21888",901000,918000,1,16,2,0,3,2,8,4,4,93,0,0
"21889",901000,926000,0,7,5,0,14,3,5,6,1,96,3,6
"21890",901000,934000,0,45,2,1,13,40,0,4,2,33,0,0
"21891",901000,942000,1,54,4,0,25,39,0,23,0,2,2,3
"21892",901000,950000,0,24,2,0,23,26,0,7,8,35,6,13
"21893",901000,958000,1,31,3,0,22,14,2,23,5,65,2,0
"21894",901000,966000,0,30,3,0,32,21,1,17,3,23,2,5
"21895",901000,974000,2,18,7,1,23,23,1,22,2,38,0,2
"21896",901000,982000,1,26,5,0,18,13,0,25,3,52,2,6
"21897",901000,990000,0,25,8,1,21,6,2,12,5,29,1,1
"21898",901000,998000,2,17,2,1,13,16,1,14,2,0,1,0
"21899",901000,1006000,10,13,5,6,16,29,0,48,4,18,7,12
"21905",901000,1054000,1,6,6,0,4,4,0,45,21,4,7,22
"21906",901000,1062000,0,29,10,0,8,41,0,26,13,1,4,1
"21907",901000,1070000,4,0,17,0,7,7,0,34,13,4,35,10
"21908",901000,1078000,3,0,9,0,14,7,0,22,8,14,31,29
"21909",901000,1086000,8,0,15,0,14,17,2,43,2,9,28,4
"21910",901000,1094000,3,0,17,0,17,11,2,21,1,3,37,8
"22025",909000,574000,2,11,0,6,0,8,6,0,7,0,0,0
"22026",909000,582000,3,14,0,6,0,4,3,0,5,0,0,0
"22027",909000,590000,8,25,0,5,0,1,0,0,15,0,0,2
"22028",909000,598000,15,15,0,0,0,6,16,0,16,0,0,2
"22029",909000,606000,6,5,0,5,0,1,87,0,15,0,0,0
"22030",909000,614000,0,0,0,0,0,0,103,0,8,0,0,5
"22031",909000,622000,0,0,0,1,0,0,105,0,15,0,0,2
"22032",909000,630000,2,0,0,3,0,1,80,0,2,0,0,6
"22033",909000,638000,0,0,0,0,0,0,14,0,3,0,0,2
"22034",909000,646000,2,1,0,6,0,0,66,0,8,0,0,3
"22035",909000,654000,7,0,0,11,0,3,50,0,13,0,0,13
"22036",909000,662000,8,0,1,3,0,4,36,0,7,0,0,13
"22037",909000,670000,14,18,0,4,0,5,3,0,16,0,0,6
"22038",909000,678000,7,32,0,3,0,10,1,0,10,0,0,3
"22039",909000,686000,6,0,0,1,0,3,26,0,6,0,0,16
